,task_id,source,ClaimantType
173,9b3c7366-76ee-46b8-ae2e-22cd3e550db2,the study about the unpredictability of the vaccine-transmitted virus,"        6. inanimate and generic objects (e.g., ""a study"")"
174,a44c2e6f-e897-4d5c-9ecf-2677e491eb0d,The Medical Journal of Australia,"        6. inanimate and generic objects (e.g., ""a study"")"
175,a1dd142f-a717-444c-8f89-6b83a0fab6d0,"World-renowned scientists , W. Jean Dodds , DVM ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
176,a450dddd-80df-4c03-8de1-c74e7280e4bc,"a study conducted by scientists from the Direct Health 2000 clinic in Eltham , South London , England","        6. inanimate and generic objects (e.g., ""a study"")"
177,9fca8f78-381c-46ad-84f2-e1d75eddf4c1,Am J Epidemiol .,"        1. named individuals (e.g., ""Donald Trump"")"
178,9b3f5f93-86d8-4538-8980-1192e08c93fa,the Lord God,"        1. named individuals (e.g., ""Donald Trump"")"
179,9d199868-f701-4b8c-ae75-4f2c48448699,Berkower,"        1. named individuals (e.g., ""Donald Trump"")"
180,9955555a-1d44-4a18-8e23-381b992b45de,autistic.I,"        6. inanimate and generic objects (e.g., ""a study"")"
181,9f2f4596-7521-4f8d-b676-77b4ee1db642,Dr. Christenson,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
182,1ebb80b3-a431-42f6-92e2-eb37564f5257,Some healthy looking Welsh children,"        5. collective roles (e..g., ""doctors"")"
183,2cbcc015-38f7-4d53-b8ff-01a1eb070c05,the body,"        6. inanimate and generic objects (e.g., ""a study"")"
184,97e62353-ad74-4be3-95a1-9a55ab6187ba,Voltaire ( 1742 ),"        6. inanimate and generic objects (e.g., ""a study"")"
185,95a01008-21cb-493b-8aad-86c45aa5eae7,"Wilbert van Panhuis , M.D. , Ph.D. , assistant professor of epidemiology at Pitt Public Health and lead investigator for Project Tycho ® , which tracks infectious diseases","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
186,97a13fe4-46ff-48f2-baee-6237ec4760b6,"Pier Luigi Lopalco , head of the vaccine-preventable-diseases programme at the European Centre for Disease Prevention and Control in Solna , Sweden","        3. role or profession without further specifications (e.g., ""a doctor"")"
187,9b15ee57-a9d7-4be5-ae90-c3215379634a,Quackenboss ’,"        1. named individuals (e.g., ""Donald Trump"")"
188,367c48f8-b6c8-44ca-adfd-fcf55a639162,Kelly Jo,"        1. named individuals (e.g., ""Donald Trump"")"
189,971aa983-397e-41ae-94bb-f876b8cc454c,"her husband , a chiropractor ,","        3. role or profession without further specifications (e.g., ""a doctor"")"
190,8d970ba0-dd56-43a3-9e21-636eff9dc836,Some researchers,"        5. collective roles (e..g., ""doctors"")"
191,9447111e-6f10-40f2-8288-87f3c7d5a06d,news reporters,"        5. collective roles (e..g., ""doctors"")"
192,8dc7e999-48a9-4bb7-83ae-66d96b3557b5,the 2013 National Immunization Survey,"        6. inanimate and generic objects (e.g., ""a study"")"
193,8f2155b2-1639-4550-8608-6db7ec2a716a,world leaders,"        5. collective roles (e..g., ""doctors"")"
194,9807b90b-5b0b-45a8-8286-a35cd3ecfe15,CNN,"        6. inanimate and generic objects (e.g., ""a study"")"
195,91c3e692-5e33-414f-8ef0-23d4939235fc,Official documents obtained from the U.K. Department of Health ( DH ) and the JCVI,"        6. inanimate and generic objects (e.g., ""a study"")"
196,92dd1d8f-040d-486e-a261-0b8e63f32ec7,"a study conducted by scientists from the Direct Health 2000 clinic in Eltham , South London , England","        6. inanimate and generic objects (e.g., ""a study"")"
197,89065a0f-d1eb-45b0-8904-21221858b1d3,"Nakia S. Clemmons , MPH1 , Paul A. Gastanaduy , MD1 , Amy Parker Fiebelkorn , MSN1 , Susan B. Redd 1 , Gregory S. Wallace , MD1","        1. named individuals (e.g., ""Donald Trump"")"
198,94c0eed0-d0a1-4f6a-abb1-01f54989571d,Lynette Kennedy,"        1. named individuals (e.g., ""Donald Trump"")"
199,8d730785-685d-4e59-b88a-1a54a78ae44d,scientists from Vanderbilt University School of Medicine,"        5. collective roles (e..g., ""doctors"")"
200,8b729975-32f7-4a6b-a04b-1f9e63fea4ef,this study,"        6. inanimate and generic objects (e.g., ""a study"")"
201,8764cc0c-9921-4397-a24c-a14e811d4ef3,the CDC 's immunization advisory committee,"        6. inanimate and generic objects (e.g., ""a study"")"
202,8e0c8273-6a08-41fe-aa45-6ed9c767d0de,the American Academy of Pediatrics ( AAP ),"        6. inanimate and generic objects (e.g., ""a study"")"
203,8405ac87-a821-4997-93d1-d0323089f7e7,Clinical studies in patients exposed to rabies virus,"        6. inanimate and generic objects (e.g., ""a study"")"
204,85043150-e09c-4c10-955b-e7c15ff57646,The manufacturers of these vaccines,"        5. collective roles (e..g., ""doctors"")"
205,7f1072e7-75dd-4186-b286-4c1f2e4618ba,A friend of mine,"        3. role or profession without further specifications (e.g., ""a doctor"")"
206,84328c43-d50b-4fa4-9f8e-35a6a4730222,"( Keith Klugman , Emory University , personal communication )","        1. named individuals (e.g., ""Donald Trump"")"
207,82e656c9-b811-4443-8a8e-501b5c504651,Dr. Tenpenny,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
208,862cdad0-3fd7-47a6-be41-320b4397c55f,"Dr. Suzanne Humphries , MD","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
209,8a278208-1e7c-4d34-b9c4-d45185890262,the coroner,"        3. role or profession without further specifications (e.g., ""a doctor"")"
210,8709b7b8-203c-4bdf-9c06-dbbc9818d98d,Mize,"        1. named individuals (e.g., ""Donald Trump"")"
211,7fe6ab6d-0b86-4633-800e-89c671f8cf24,parents,"        5. collective roles (e..g., ""doctors"")"
212,83cd09e7-68e9-4ad3-9b8e-0a2443a32e9e,Some researchers,"        5. collective roles (e..g., ""doctors"")"
213,873cf2f9-97d9-4a25-b2a3-f30606714c2c,their infant ’s doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
214,79cebb69-fd92-4b03-9377-199fcd842bf8,the Centers for Disease Control ( CDC ),"        6. inanimate and generic objects (e.g., ""a study"")"
215,819358cf-369a-4c39-81d3-602e4d5141c4,the Pan American Health Organization ( PAHO ),"        6. inanimate and generic objects (e.g., ""a study"")"
216,7abec05c-0a4d-4402-b7bc-706d23ab2b99,Reports,"        6. inanimate and generic objects (e.g., ""a study"")"
217,7e12b32a-1e7a-4aaa-9860-04f13c79aa86,James D Cole,"        1. named individuals (e.g., ""Donald Trump"")"
218,7c2bb546-15f1-41fc-b321-f31505b36e83,Hedrich ( 1933 ),"        6. inanimate and generic objects (e.g., ""a study"")"
219,7c8d26cf-ee96-4b70-88c1-3bc744c1fe4e,People,"          4. collective expressions (e.g. ""some people"")"
220,7b311b85-4959-4d25-b001-83c50d80af51,Wakefield,"        1. named individuals (e.g., ""Donald Trump"")"
221,7fbe9bc6-3047-42bc-bc6c-9f6d3fc795cd,"Maimuna Majumder , health fellow in the Health Map Computational Epidemiology Group at Boston Children ’s Hospital","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
222,7e1a25ae-6db4-403c-a0a2-ad6f82b69c66,the report,"        6. inanimate and generic objects (e.g., ""a study"")"
223,7da62eea-172d-496a-9ea0-82f28de67d5d,"Christine M. Dionese L.Ac , MSTOM","        1. named individuals (e.g., ""Donald Trump"")"
224,7ed8ded4-2113-4948-96cc-9ba1dbdd7759,Some parents,"        5. collective roles (e..g., ""doctors"")"
225,7aac7423-ae8d-477d-98eb-bf04430f4867,Gottesburen,"        1. named individuals (e.g., ""Donald Trump"")"
226,79bb8735-b9b2-435a-869e-8a3fb1f36886,A Canadian study,"        6. inanimate and generic objects (e.g., ""a study"")"
227,69b7b616-0767-44c9-b43d-629665157063,Mr du Marchie Sarvaas,"        1. named individuals (e.g., ""Donald Trump"")"
228,7c6c1248-85a9-4d19-8b86-dec5ae9abd2d,Donald Trump,"        1. named individuals (e.g., ""Donald Trump"")"
229,738cebaa-ccc8-4d40-9153-b9c4e5fd7e6e,the regulations,"        6. inanimate and generic objects (e.g., ""a study"")"
230,79c3ab5a-7c90-41b8-a078-d61c428d28e5,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
231,766cd621-96f1-490d-ae92-bc9ae3ee5c74,The Office of Medical and Scientific Justice ( OMSJ ),"        6. inanimate and generic objects (e.g., ""a study"")"
232,6c7bdb68-8c05-498b-a476-5f32c54b0056,doctors,"        5. collective roles (e..g., ""doctors"")"
233,7795d59a-a948-4a8f-87d8-6faf58d840b2,Recent studies,"        6. inanimate and generic objects (e.g., ""a study"")"
234,780b0663-8cb2-43a3-a953-97fd61fc0858,a serology study by the College of Pharmacy at University of Michigan,"        6. inanimate and generic objects (e.g., ""a study"")"
235,7935d33a-5b65-40a1-9711-90d51afa29d3,a little bit of me,"        6. inanimate and generic objects (e.g., ""a study"")"
236,727485d0-ff65-4fee-9c97-ee57b46a8219,Some parents,"        5. collective roles (e..g., ""doctors"")"
237,756191da-3200-4332-978c-8ab1f1c0a102,AAP,"        6. inanimate and generic objects (e.g., ""a study"")"
238,75cc1bf4-dbae-4918-a984-2b2104fed348,scientists from Vanderbilt University School of Medicine,"        5. collective roles (e..g., ""doctors"")"
239,73118f96-e943-4cf0-bdc7-ddb95fddc278,Dr. Drummond,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
240,760e2cd2-6edc-4325-b7fe-2c28f3ad42b0,This paper,"        6. inanimate and generic objects (e.g., ""a study"")"
241,6ddce3a2-0f6f-4dfe-b02e-a55cf2a521f7,"Neal Halsey , a paediatrician at the Johns Hopkins Bloomberg School of Public Health in Baltimore , Maryland","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
242,6614ba20-5adb-44ee-8351-8d7a529f3be5,His defenders,"        5. collective roles (e..g., ""doctors"")"
243,7110df49-182d-472a-8180-ea24c675a40b,Losonsky,"        1. named individuals (e.g., ""Donald Trump"")"
244,6e25748d-cc35-40be-8616-0879ee185fab,the World Health Organization,"        6. inanimate and generic objects (e.g., ""a study"")"
245,7459155d-f97c-4cc8-872f-8222b52e156f,my message,"        6. inanimate and generic objects (e.g., ""a study"")"
246,72545e5d-6c70-4df2-a52a-8d0721dd7219,the vaccine industry,"        6. inanimate and generic objects (e.g., ""a study"")"
247,73e0f73b-8371-4433-be28-09ae5c946f26,Scientists,"        5. collective roles (e..g., ""doctors"")"
248,6ea3c749-0af6-40b3-9ac2-2d3578c50368,Dean,"        1. named individuals (e.g., ""Donald Trump"")"
249,6f3e44aa-a85d-4d1e-a840-ecefbc883918,Pickering,"        1. named individuals (e.g., ""Donald Trump"")"
250,6a0784d0-3e0a-4db6-99a4-4c50a86c29be,the Boston-based scientists,"        5. collective roles (e..g., ""doctors"")"
251,6a5c3a32-069d-4ecd-99c6-3fb6eda80aa4,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
252,5b55f759-0831-4d9e-b908-36c6fd05fef6,experts,"        5. collective roles (e..g., ""doctors"")"
253,6bf9487d-cd0d-467e-b798-02a51f06ac13,"Neal Halsey , a paediatrician at the Johns Hopkins Bloomberg School of Public Health in Baltimore , Maryland","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
254,65d2ae93-12d9-4868-9096-944cf9ff3674,doctors,"        5. collective roles (e..g., ""doctors"")"
255,61bb7c07-bae4-476e-a0c8-72985b3cbd91,the U.S. government,"        6. inanimate and generic objects (e.g., ""a study"")"
256,6bf6e492-b0dc-4b91-be0e-f73013a0d756,Expert groups,"          4. collective expressions (e.g. ""some people"")"
257,4eaadd58-776a-4411-b603-a94ec7c186c2,"Pier Luigi Lopalco , head of the vaccine-preventable-diseases programme at the European Centre for Disease Prevention and Control in Solna , Sweden","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
258,5f206b8d-12f1-4819-8117-43ff754f3bca,the unsubstantiated claims,"        6. inanimate and generic objects (e.g., ""a study"")"
259,6878b605-ba60-448e-a403-f0a089fbd19b,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
260,6937c22b-9418-4053-87c1-5348f555c2db,"Christine M. Dionese L.Ac , MSTOM","        1. named individuals (e.g., ""Donald Trump"")"
261,62f7a225-539e-4d8a-b957-d8260e4cd2fa,"US media outlets , including CNN ,","        6. inanimate and generic objects (e.g., ""a study"")"
262,579f2b27-76fa-4749-8c20-58eac65fa282,His defenders,"        5. collective roles (e..g., ""doctors"")"
263,63b9a5b2-8ab6-464c-bd6e-a19b2577e609,"you , Frito ,","        1. named individuals (e.g., ""Donald Trump"")"
264,4d97878f-c1e1-400a-87fb-f1948c62adee,Our MD,"        3. role or profession without further specifications (e.g., ""a doctor"")"
265,5da1fbcb-a75d-4270-a9de-f44ebab1be67,Reports,"        6. inanimate and generic objects (e.g., ""a study"")"
266,639e4ba9-fe8b-4060-a688-0b2422a23467,Dr. Christenson,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
267,5ccd6a39-4a7d-4804-873f-c71e5c5c73e0,"Turner , whose daughters are vaccinated but who follows forums on natural alternatives for a range of issues","        1. named individuals (e.g., ""Donald Trump"")"
268,5bf777ad-c98e-4778-9891-0fe7649230a8,concerned parents,"        5. collective roles (e..g., ""doctors"")"
269,5ac55cf3-5b99-46fa-bd89-f7eeff42c987,Newspaper stories,"        6. inanimate and generic objects (e.g., ""a study"")"
270,4dc2fd26-832b-4fca-a705-533f1aed4ef8,Clinical studies in patients exposed to rabies virus,"        6. inanimate and generic objects (e.g., ""a study"")"
271,57f63688-5a76-4f32-8c77-489567676ec2,the CDC link,"        6. inanimate and generic objects (e.g., ""a study"")"
272,52111d31-b22f-42c5-a77f-5fd607e9f273,Hotez,"        1. named individuals (e.g., ""Donald Trump"")"
273,523184a7-7667-4b2b-ae8e-bc5653f0b5f4,the doctors,"        5. collective roles (e..g., ""doctors"")"
274,4e215988-9bf5-4581-b52d-ee23c962a981,concerned parents,"        5. collective roles (e..g., ""doctors"")"
275,4c62318f-3f54-47fd-9290-2eee841c6e65,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
276,4c40cc67-2d51-4eff-befd-ce4f2c939664,Wakefield,"        1. named individuals (e.g., ""Donald Trump"")"
277,4c27c663-f4f3-4bb3-98e6-d94edbeb8cff,British National Formulary ( ‘ BNF ’ ) 1985 and 1986,"        6. inanimate and generic objects (e.g., ""a study"")"
278,4889681d-e67f-4ef8-8155-f2300d36e04a,the clinic,"        6. inanimate and generic objects (e.g., ""a study"")"
279,499f9b08-1c69-4067-b6f6-0ec40d11880c,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
280,3f281bb3-a19d-4850-a4c0-d13579f5e154,Pickering,"        1. named individuals (e.g., ""Donald Trump"")"
281,4e1ed550-593a-4b41-8502-71889c8210f0,the parents,"        5. collective roles (e..g., ""doctors"")"
282,4b51858b-f8cb-4066-84db-5c5a235030f2,the vaccine industry,"        6. inanimate and generic objects (e.g., ""a study"")"
283,47eab9f1-8986-4a67-864c-872911587dce,"US media outlets , including CNN ,","        6. inanimate and generic objects (e.g., ""a study"")"
284,4b8f7ffa-1e82-4a11-88de-71f694ad507a,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
285,464de584-f0bc-4c3a-bff0-b9c470fc0f17,Official documents obtained from the U.K. Department of Health ( DH ) and the JCVI,"        6. inanimate and generic objects (e.g., ""a study"")"
286,416ad63c-ce32-4c77-a04d-65fa036649ea,the CDC link,"        6. inanimate and generic objects (e.g., ""a study"")"
287,44a302b5-8d53-4058-b248-e5669261711b,the Lord,"        1. named individuals (e.g., ""Donald Trump"")"
288,3dcdfbba-bbe1-4218-ad76-5322b0f6df42,a considerable amount of research,"        6. inanimate and generic objects (e.g., ""a study"")"
289,46497966-59c2-4d51-9d08-188bd81ae1c2,parents,"        5. collective roles (e..g., ""doctors"")"
290,474cf4ed-9f4e-434a-afa1-bcc259ba22a8,Dr. Christenson,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
291,4650bee5-f33d-4de0-aa1b-d323c7cd2f03,"Federico Laham , M.D. , medical director for pediatric infectious diseases at Orlando Health Arnold Palmer Hospital ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
292,4631f4da-2811-40e9-ad7f-541dc50a675e,the US Food and Drug Administration,"        6. inanimate and generic objects (e.g., ""a study"")"
293,47cb72fc-1e2e-45bc-bb5f-af3d660d9835,the Lord God,"        1. named individuals (e.g., ""Donald Trump"")"
294,45abdb72-8ac7-4635-acbf-97a3cd777051,"a study published in PLoS titled , \"" Difficulties in eliminating measles and controlling rubella and mumps : a cross-sectional study of a first measles and rubella vaccination and a second measles , mumps , and rubella vaccination , \""","        6. inanimate and generic objects (e.g., ""a study"")"
295,4202a903-048d-435a-9085-94e4f07d2ed0,Hedrich ( 1933 ),"        6. inanimate and generic objects (e.g., ""a study"")"
296,435fe07b-f99c-40ee-9ebc-8da110230458,someone,"          4. collective expressions (e.g. ""some people"")"
297,4200bbb6-dd7b-45a9-a6fe-a67412ad6530,your decision,"        6. inanimate and generic objects (e.g., ""a study"")"
